FacilityID,Name,FacilityType,Town,State,Latitude,Longitude,OpeningHours,Parking,ParkingAccessible,Accessible,BabyChange,BabyCareRoom,DumpPoint,Shower,DrinkingWater,MLAK24,PaymentRequired,Is_24_Hour
49047,Market City - Ground floor Paddys Market,Shopping centre,Sydney,NSW,-33.87993428,151.20356424,"OPEN: Fri-Tue 10am-7pm, Thu 10am-9pm",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49049,Wagga Wagga Marketplace,Shopping centre,Wagga Wagga,NSW,-35.115296,147.3711948,"OPEN: Mon-Wed,Fri 9am-5:30pm, Thu 9am-9pm, Sat 9am-4pm, Sun 10am-4pm",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49051,McDonald's Wagga Wagga,Food outlet,East Wagga Wagga,NSW,-35.1228393,147.3916034,OPEN: 24 hours,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
49053,Westfield Hurstville Rooftop Dining,Shopping centre,Hurstville,NSW,-33.96625507,151.10503913,"OPEN: Sun 10am-6pm, Thu 9:30am-9pm, Mon-Wed,Fri-Sat 9:30am-6pm",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49055,Westfield Hurstville Level 3,Shopping centre,Hurstville,NSW,-33.9655188,151.1049303,"OPEN: Mon-Wed,Fri-Sat 9:30am-6pm, Thu 9:30am-9pm, Sun 10am-6pm",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49061,Westfield Sydney Level 2,Shopping centre,Sydney,NSW,-33.8706274,151.2075286,"OPEN: Mon-Wed,Fri-Sat 9:30am-6:30pm, Thu 9:30am-9pm, Sun 10am-6pm",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49063,Sea Acres Rainforest Centre,Park or reserve,Port Macquarie,NSW,-31.46114899,152.92975857,OPEN: 9:30am-4pm,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49065,Picton Hotel,Food outlet,Picton,NSW,-34.16908997,150.61128844,"OPEN: Mon 10am-5pm, Tue-Thu,Sun 10am-10pm, Fri-Sat 10am-1am",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49067,McDonald's Waitara,Food outlet,Hornsby,NSW,-33.70911414,151.1011435,OPEN: 24 hours,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
49077,Hornsby RSL - Ground Floor,Food outlet,Hornsby,NSW,-33.70453817,151.09647562,"OPEN: Sun-Tue 9:30am-1am, Wed-Thu 9:30am-2am, Fri-Sat 9:30am-4am",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49079,Hornsby RSL - The Courtyard,Food outlet,Hornsby,NSW,-33.70456494,151.09678676,"OPEN: Sun-Tue 9:30am-1am, Wed-Thu 9:30am-2am, Fri-Sat 9:30am-4am",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49081,Hornsby RSL - Acacia Room,Food outlet,Hornsby,NSW,-33.7046899,151.09729101,"OPEN: Sun-Tue 9:30am-1am, Wed-Thu 9:30am-2am, Fri-Sat 9:30am-4am",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49083,David Jones Level 3,Shopping centre,Hornsby,NSW,-33.7036208,151.1020928,"OPEN: Mon-Wed,Fri 9:30am-6pm, Thu 9:30am-9pm, Sat 9am-6pm, Sun 10am-5pm",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49085,David Jones Level 2,Shopping centre,Hornsby,NSW,-33.7036208,151.1020928,"OPEN: Mon-Wed,Fri 9:30am-6pm, Thu 9:30am-9pm, Sat 9am-6pm, Sun 10am-5pm",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49087,Westfield Hornsby Level 2,Shopping centre,Hornsby,NSW,-33.7036208,151.1020928,"OPEN: Mon-Wed,Fri-Sat 9am-5:30pm, Thu 9am-9pm, Sat 9am-5pm",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49089,Westfield Hornsby Level 1M,Shopping centre,Hornsby,NSW,-33.7036208,151.1020928,"OPEN: Mon-Wed,Fri 9am-5:30pm, Thu 9am-9pm, Sun 9am-5pm, Sat 9am-5pm",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49095,South Maroota Reserve,Park or reserve,South Maroota,NSW,-33.5036467,150.955114,OPEN: Daylight hours,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49099,McDonald's Cremorne,Food outlet,Cremorne,NSW,-33.8298324,151.2267985,OPEN: 24 hours,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
49101,Coles Express Cremorne,Service station,Cremorne,NSW,-33.83053607,151.22612162,OPEN: 24 hours,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
49103,Bunnings Wagga Wagga,Shopping centre,Wagga Wagga,NSW,-35.12073925,147.34405446,"OPEN: Mon-Fri 6:30am-9pm, Sat 7am-7pm, Sat-Sun 7am-6pm",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49107,Woolworths Neutral Bay Village,Shopping centre,Neutral Bay,NSW,-33.832098,151.2233788,OPEN: 7am-10pm,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49117,Hotel Mosman,Other,Mosman,NSW,-33.82418227,151.23948243,"OPEN: Mon-Thu 10am-1am, Sun 10am-12pm",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49119,Bridgepoint Shopping Centre,Shopping centre,Mosman,NSW,-33.8242056,151.240321,"OPEN: Mon-Sat 7am-8pm, Sun 7am-7pm",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49121,KFC Yass,Food outlet,Yass,NSW,-34.80687816,148.8833103,"OPEN: Fri 10am-9:30pm, Sat-Thu 10am-9pm",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49129,McDonald's Sutton Forest Northbound,Food outlet,Sutton Forest,NSW,-34.60764533,150.22573102,OPEN: 24 hours,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
49133,Coles Concord,Shopping centre,Concord,NSW,-33.8571929,151.1029204,"OPEN: Mon-Fri 6am-11pm, Sun 7am-8pm, Sat 6am-10pm",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49135,HomeCo Castle Hill,Shopping centre,Castle Hill,NSW,-33.72567314,150.97643437,"OPEN: Sat 9am-5pm, Thu 9am-8pm, Mon-Wed,Fri 9am-5:30pm, Sun 10am-5pm, 10am-5pm",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49137,KFC Baulkham Hills 1,Food outlet,Baulkham Hills,NSW,-33.76094876,150.992533,"OPEN: Sun-Thu 10am-10pm, Fri-Sat 10am-11pm",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49139,KFC Baulkham Hills 2,Food outlet,Baulkham Hills,NSW,-33.7606455,150.9920395,"OPEN: Fri-Sat 10am-11pm, Sun-Thu 10am-10pm",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49141,McDonald's Northmead,Food outlet,Northmead,NSW,-33.77454351,151.0015532,"OPEN: Sun-Thu 5am-12pm, Fri-Sat 12pm-12pm",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49145,Scenic World,Park or reserve,Katoomba,NSW,-33.72873305,150.30113032,OPEN: 9am-5pm,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49157,Market Place Leichhardt,Shopping centre,Leichhardt,NSW,-33.883781,151.1500179,OPEN: Variable hours,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49161,Lake Guthridge Reserve / Little McMillan Park,Other,Sale,VIC,-38.11227021,147.06918817,OPEN: 24 hours,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
49175,Broadway Shopping Centre - Level 1,Shopping centre,Glebe,NSW,-33.88368354,151.1947815,"OPEN: Sat 9am-6pm, Sun 10am-6pm, Mon-Wed,Fri 10am-7pm, Thu 10am-9pm",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49181,Broadway Shopping Centre - Lower ground floor,Shopping centre,Glebe,NSW,-33.88371917,151.19480296,"OPEN: Sat 9am-6pm, Sun 10am-6pm, Mon-Wed,Fri 10am-7pm, Thu 10am-9pm",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49183,Broadway Shopping Centre - Level 3,Shopping centre,Glebe,NSW,-33.88373698,151.19474932,"OPEN: Sat 9am-6pm, Sun 10am-6pm, Mon-Wed,Fri 10am-7pm, Thu 10am-9pm",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49187,Armidale Central,Shopping centre,Armidale,NSW,-30.5122534,151.6630031,"OPEN: Mon-Wed,Fri 9am-5:30pm, Thu 9am-8pm, Sat 9am-5pm, Sun 10am-3pm",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49191,Naturally Healthy Wholefood Store & Cafe,Food outlet,Uralla,NSW,-30.64047641,151.50244235,"OPEN: Wed-Fri 8am-4pm, Sat-Sun 8am-2pm",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49193,Blacktown International Sports Park- Blacktown Football Park,Sporting facility,Bungarribee,NSW,-33.77366906,150.85707562,OPEN: Mon-Fri 9am-5pm,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49195,Blacktown International Sports Park- Blacktown Football Park,Sporting facility,Bungarribee,NSW,-33.77368689,150.85675643,OPEN: Variable hours,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49197,Blacktown International Sports - Softball Stadium - Concourse Office,Sporting facility,Rooty Hill,NSW,-33.77022655,150.85484402,OPEN: Mon-Fri 9am-5pm,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49199,Blacktown International Sports - Softball Stadium,Sporting facility,Rooty Hill,NSW,-33.77019087,150.85485475,OPEN: Venue hours,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
49201,Blacktown International Sports Park Athletics Stadium,Sporting facility,Rooty Hill,NSW,-33.7708776,150.85109965,Currently closed,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
49203,Blacktown International Sports Park Athletics Stadium,Sporting facility,Rooty Hill,NSW,-33.77085976,150.85108892,OPEN: Venue hours,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
49205,Blacktown International Sports Park Athletics Stadium Concourse,Sporting facility,Rooty Hill,NSW,-33.77082409,150.85113184,OPEN: Venue hours,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
49207,Blacktown International Sports Park,Sporting facility,Rooty Hill,NSW,-33.76855875,150.85821287,OPEN: Variable hours,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49209,Blacktown International Sports Park - AFL/Cricket Centre Grand Stand Oval,Sporting facility,Rooty Hill,NSW,-33.76901583,150.85802511,OPEN: 7am-4pm,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49211,Blacktown International Sports Park - AFL/Cricket Centre Grand Stand,Sporting facility,Rooty Hill,NSW,-33.76987872,150.85862056,OPEN: 7am-4pm,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49213,Blacktown International Sports Park - AFL/Cricket Centre Oval 2 Pavillion,Sporting facility,Rooty Hill,NSW,-33.76923658,150.85821287,OPEN: 7am-4pm,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49215,Blacktown International Sports Park - Baseball Grand Stand,Sporting facility,Rooty Hill,NSW,-33.77028898,150.85452215,OPEN: Venue hours,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49217,Blacktown International Sports Park - Baseball Grand Stand,Sporting facility,Rooty Hill,NSW,-33.77031573,150.85453288,OPEN: 7am-4pm,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49219,Blacktown International Sports Park - Baseball Grand Stand,Sporting facility,Rooty Hill,NSW,-33.77026222,150.85447924,OPEN: Variable hours,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49229,Sullivan Hall,Other,White Gum Valley,WA,-32.05754679,115.77067843,"OPEN: Sat 9am-4pm, Mon-Fri 9am-5pm",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49231,Caltex Eden,Service station,Eden,NSW,-37.063241,149.9044021,OPEN: 6am-10pm,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49241,Sports  and 1st Lane Cove Scouts,Sporting facility,Lane Cove West,NSW,-33.81385081,151.14911221,OPEN: Daylight hours,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49243,Gill Street,Other,Charters Towers City,QLD,-20.07618,146.25823,OPEN: Daylight hours,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49251,Muddy's Playground (Cafe Building),Food outlet,Cairns City,QLD,-16.91473317,145.77252219,OPEN: 6am-9pm,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49257,Hotel Steyne,Food outlet,Manly,NSW,-33.79704152,151.28791639,"OPEN: Fri-Sat 9am-6am, Mon-Thu 9am-3am, Sun 9am-12am",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49263,Sealevel Restaurant and Bar,Food outlet,Cronulla,NSW,-34.05178944,151.15470569,"OPEN: Sat-Sun 8am-10:30pm, Mon-Fri 12am-10:30pm",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49265,Cronulla RSL Level 4,Other,Cronulla,NSW,-34.0566012,151.15415401,"OPEN: Mon-Tue 10am-11pm, Wed-Thu,Sun 10am-12am, Fri-Sat 10am-12:30pm",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49267,Cronulla RSL   Level 3,Other,Cronulla,NSW,-34.05663256,151.15383311,"OPEN: Mon-Tue 10am-11pm, Wed-Thu,Sun 10am-12pm, Fri-Sat 10am-12:30pm",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49271,Easten Goldfields Community Centre,Community building,South Kalgoorlie,WA,-30.7533535,121.4786512,OPEN: Daylight hours,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49275,Montrose Town Centre,Other,Montrose,VIC,-37.80999843,145.34362444,OPEN: Daylight hours,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49277,Lillydale Lake,Park or reserve,Lilydale,VIC,-37.7657702,145.35803682,OPEN: 24 hours,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
49279,Millgrove - Warburton Hwy,Other,Millgrove,VIC,-37.75480489,145.65386712,OPEN: 24 hours,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
49285,Patchell Plaza,Shopping centre,Kerang,VIC,-35.73436449,143.92123411,"OPEN: Mon-Fri 8am-5pm, Sat 9am-1pm",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49287,Bundoora Park Tunnely Square,Park or reserve,Bundoora,VIC,-37.7132725,145.0449217,OPEN: Daylight hours,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49289,George Brown Memorial Sportsground,Sporting facility,Eden,NSW,-37.04667327,149.89880097,OPEN: Venue hours,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49291,Jigamy Farm,Park or reserve,Eden,NSW,-36.98127778,149.90158722,OPEN: Venue hours,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49293,The Bavarian Bier Cafe,Food outlet,Manly,NSW,-33.8005196,151.2838539,OPEN: Variable hours,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49305,Artarmon Railway Station,Train station,Artarmon,NSW,-33.8088832,151.18518849,"OPEN: Mon-Fri 6am-10pm, Sat-Sun 6am-7pm",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49307,Warriewood Valley Playground,Park or reserve,Warriewood,NSW,-33.68496423,151.28752216,OPEN: Daylight hours,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49317,Burswood Park,Other,Burswood,WA,-31.96433944,115.8912158,OPEN: 8am-6pm,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49319,Westfield  Miranda Level 2 Cross Mall,Shopping centre,Miranda,NSW,-34.035012,151.1001526,"OPEN: Mon-Wed,Fri 9:30am-6pm, Thu 9:30am-9pm, Sat 9am-6pm, Sun 10am-6pm",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49321,Westfield  Miranda Level 2 Fig Tree,Shopping centre,Miranda,NSW,-34.035012,151.1001526,"OPEN: Mon-Wed,Fri 9:30am-6pm, Thu 9:30am-9pm, Sat 9am-6pm, Sun 10am-6pm",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49323,Westfield  Miranda Level 4 Restaurants,Shopping centre,Miranda,NSW,-34.035012,151.1001526,"OPEN: Mon-Wed,Fri 9:30am-6pm, Thu 9:30am-9pm, Sat 9am-6pm, Sun 10am-6pm",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49325,Westfield  Miranda Level 3 Cotton On,Shopping centre,Miranda,NSW,-34.035012,151.1001526,"OPEN: Mon-Wed,Fri 9:30am-6pm, Thu 9:30am-9pm, Sat 9am-6pm, Sun 10am-6pm",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49333,Powell Cooper Cricket Pavilion - Ballam Park,Park or reserve,Frankston,VIC,-38.1477638,145.16148468,OPEN: Variable hours,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49335,Comfort Station,Other,Frankston,VIC,-38.14409808,145.1203805,OPEN: Daylight hours,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
49337,Frankston Foreshore - Plaza,Other,Frankston,VIC,-38.146779,145.116584,OPEN: Daylight hours,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
49339,Frankston Foreshore - Waterfront Playground,Park or reserve,Frankston,VIC,-38.1481421,145.1156018,OPEN: 6am-8pm,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
49345,Westfield  Miranda Level 3,Shopping centre,Miranda,NSW,-34.035012,151.1001526,"OPEN: Mon-Wed,Fri 9:30am-6pm, Thu 9:30am-9pm, Sat 9am-6pm, Sun 10am-6pm",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49353,South Terrace,Bus station,Bankstown,NSW,-33.91803927,151.03500781,OPEN: 6am-10pm,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49357,Hope Valley Institute,Other,Hope Valley,SA,-34.8466935,138.70136706,OPEN: Daylight hours,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49359,Woronora Memorial Park Cemetery,Cemetery,Sutherland,NSW,-34.0329828,151.0505045,OPEN: Daylight hours,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49371,Menai Community Centre,Community building,Menai,NSW,-34.0148034,151.01653389,OPEN: 9am-4pm,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49373,Willoughby Leisure Centre - Mid-level,Sporting facility,Willoughby,NSW,-33.81152734,151.20372754,"OPEN: Mon-Fri 5am-10pm, Sat-Sun 7am-7pm",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49397,Maitland Visitor Information Centre,Community building,Maitland,NSW,-32.74233503,151.56750962,OPEN: 10am-3pm,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
49399,Queens Parade,Other,Fitzroy North,VIC,-37.78853318,144.99057548,OPEN: 24 hours,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
49403,Edward Mann Park,Park or reserve,Clifton Beach,QLD,-16.7696187,145.6767928,OPEN: Daylight hours,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49405,Fitzroy Island,Park or reserve,Coral Sea,QLD,-16.92929932,145.98963315,OPEN: 24 hours,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
49407,Loridan Drive Reserve Park,Park or reserve,Brinsmead,QLD,-16.89529515,145.71165707,OPEN: Daylight hours,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49409,Council Chambers,Other,Parramatta Park,QLD,-16.93017487,145.77011605,OPEN: Mon-Fri 8am-5pm,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49411,Touch Park,Sporting facility,Aeroglen,QLD,-16.88781165,145.74972175,OPEN: Variable hours,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49413,Turner Park,Other,Bayview Heights,QLD,-16.9542891,145.727293,OPEN: Daylight hours,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49415,Cattana Wetlands,Park or reserve,Yorkeys Knob,QLD,-16.82955425,145.70326717,OPEN: Daylight hours,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
49417,Keith Edwick Park,Other,Machans Beach,QLD,-16.85328485,145.75107154,OPEN: Daylight hours,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
49419,Williams Esplanade/Goldfinch Park,Car park,Palm Cove,QLD,-16.73969771,145.67110291,OPEN: Variable hours,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49421,Behana Creek,Other,Aloomba,QLD,-17.16395736,145.83089403,OPEN: 24 hours,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
49425,City of Kalgoorlie-Boulder,Other,Somerville,WA,-30.76337123,121.4547573,OPEN: 8:30am-4:30pm,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49431,Goldfields Oasis Recreation Centre,Other,Kanowna,WA,-30.7765786,121.4683281,OPEN: 5am-9pm,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
49433,Western Australia Museum,Other,Kalgoorlie,WA,-30.7439249,121.4769696,OPEN: Tue-Sun 10am-3pm,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49435,Orana Cinemas,Other,South Kalgoorlie,WA,-30.7628559,121.4827164,OPEN: 10:30am-11pm,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49437,Kalgoorlie-Boulder Airport,Airport,Broadwood,WA,-30.779332,121.4539788,OPEN: 6am-7pm,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
49441,Incinerator Art Space - Art Gallery - Ground floor,Other,Willoughby,NSW,-33.81142928,151.20182854,Currently closed,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49443,Incinerator Cafe - Art Gallery - mid level,Other,Willoughby,NSW,-33.81147385,151.20182854,OPEN: Wed-Sun 10am-4pm,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49445,Bill Mills Park/Forest Gardens Reserve Oval,Other,Mount Sheridan,QLD,-16.9833189,145.7412371,OPEN: Daylight hours,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49447,Bramston Beach Picnic Area/Pacific Park,Other,Bramston Beach,QLD,-17.35285823,146.02391327,OPEN: 24 hours,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
